Mod:Item:MetaData, Localized Name
betterwithaddons:food_pie_melon, Melon Pie
betterwithaddons:food_clownfish_cooked, Cooked Clownfish
betterwithaddons:food_pufferfish_baked, Cooked Pufferfish
betterwithaddons:food_pufferfish_prepared, Fugu
betterwithaddons:food_pufferfish_cooked, Cooked Fugu
betterwithaddons:food_fugu_sac, Fugu Sac
betterwithaddons:food_sashimi, Sashimi
betterwithaddons:food_mulberry, Mulberry
betterwithaddons:food_cooked_rice, Cooked Rice
betterwithaddons:food_bowl_rice, Bowl of Rice
betterwithaddons:laxative, Laxative
betterwithaddons:tea_leaves, %s Leaves
betterwithaddons:tea_soaked, Soaked %s Leaves
betterwithaddons:tea_wilted, Wilted %s Leaves
betterwithaddons:tea_powder, %s
betterwithaddons:soulsand_pile, Pile of Soul Sand
betterwithaddons:rotten_food, Rotten Food
betterwithaddons:wool:0, White Fleece
betterwithaddons:wool:1, Orange Fleece
betterwithaddons:wool:2, Magenta Fleece
betterwithaddons:wool:3, Light Blue Fleece
betterwithaddons:wool:4, Yellow Fleece
betterwithaddons:wool:5, Lime Fleece
betterwithaddons:wool:6, Pink Fleece
betterwithaddons:wool:7, Gray Fleece
betterwithaddons:wool:8, Light Gray Fleece
betterwithaddons:wool:9, Cyan Fleece
betterwithaddons:wool:10, Purple Fleece
betterwithaddons:wool:11, Blue Fleece
betterwithaddons:wool:12, Brown Fleece
betterwithaddons:wool:13, Green Fleece
betterwithaddons:wool:14, Red Fleece
betterwithaddons:wool:15, Black Fleece
betterwithaddons:salt:0, Salt Cluster
betterwithaddons:artifact_frame, Artifact Display
betterwithaddons:tool_shard, Shards of %s
betterwithaddons:brick_stained:0, White Stained Brick
betterwithaddons:brick_stained:1, Orange Stained Brick
betterwithaddons:brick_stained:2, Magenta Stained Brick
betterwithaddons:brick_stained:3, Light Blue Stained Brick
betterwithaddons:brick_stained:4, Yellow Stained Brick
betterwithaddons:brick_stained:5, Lime Stained Brick
betterwithaddons:brick_stained:6, Pink Stained Brick
betterwithaddons:brick_stained:7, Gray Stained Brick
betterwithaddons:brick_stained:8, Light Gray Stained Brick
betterwithaddons:brick_stained:9, Cyan Stained Brick
betterwithaddons:brick_stained:10, Purple Stained Brick
betterwithaddons:brick_stained:11, Blue Stained Brick
betterwithaddons:brick_stained:12, Brown Stained Brick
betterwithaddons:brick_stained:13, Green Stained Brick
betterwithaddons:brick_stained:14, Red Stained Brick
betterwithaddons:brick_stained:15, Black Stained Brick
betterwithaddons:shinai, Shinai
betterwithaddons:katana, Katana
betterwithaddons:wakizashi, Wakizashi
betterwithaddons:tanto, Tanto
betterwithaddons:yumi, Yumi
betterwithaddons:ya, Ya
betterwithaddons:poisoned_ya, Poisoned Ya
betterwithaddons:ancestry_bottle, Bottled Spirits
betterwithaddons:teacup:0, Teacup
betterwithaddons:japanmat:0, Rice
betterwithaddons:japanmat:1, Soaked Rice
betterwithaddons:japanmat:2, Rice Stalk
betterwithaddons:japanmat:3, Rice Hay
betterwithaddons:japanmat:4, Rice Ash
betterwithaddons:japanmat:5, Common Rush
betterwithaddons:japanmat:6, Soaked Bamboo
betterwithaddons:japanmat:7, Bamboo Slats
betterwithaddons:japanmat:8, Soaked Mulberry Bark
betterwithaddons:japanmat:9, Mulberry Pulp
betterwithaddons:japanmat:10, Mulberry Sheet
betterwithaddons:japanmat:11, Washi
betterwithaddons:japanmat:12, Iron Scales
betterwithaddons:japanmat:13, Lamellar
betterwithaddons:japanmat:14, Paper Lamellar
betterwithaddons:japanmat:15, Tsuka
betterwithaddons:japanmat:16, Half Katana Blade
betterwithaddons:japanmat:17, Ya Head
betterwithaddons:japanmat:18, Yumi Top Parts
betterwithaddons:japanmat:19, Yumi Bottom Parts
betterwithaddons:japanmat:20, Tamahagane
betterwithaddons:japanmat:21, Heated Tamahagane
betterwithaddons:japanmat:22, Folded Tamahagane
betterwithaddons:japanmat:23, Reheated Tamahagane
betterwithaddons:japanmat:24, Finished Tamahagane
betterwithaddons:japanmat:25, Wrapped Tamahagane
betterwithaddons:japanmat:26, Hocho-Tetsu
betterwithaddons:japanmat:27, Heated Hocho-Tetsu
betterwithaddons:japanmat:28, Once-folded Hocho-Tetsu
betterwithaddons:japanmat:29, Twice-folded Hocho-Tetsu
betterwithaddons:japanmat:30, Finished Hocho-Tetsu
betterwithaddons:japanmat:31, Undecorated Samurai Helmet
betterwithaddons:japanmat:32, Undecorated Samurai Chestplate
betterwithaddons:japanmat:33, Undecorated Samurai Leggings
betterwithaddons:japanmat:34, Undecorated Samurai Boots
betterwithaddons:japanmat:35, Sakura Bark
betterwithaddons:japanmat:36, Mulberry Bark
betterwithaddons:helmet_samurai, Samurai Helmet [WIP]
betterwithaddons:chest_samurai, Samurai Chestplate [WIP]
betterwithaddons:legs_samurai, Samurai Leggings [WIP]
betterwithaddons:boots_samurai, Samurai Boots [WIP]
betterwithaddons:helmet_paper, Paper Helmet
betterwithaddons:chest_paper, Paper Chestplate
betterwithaddons:legs_paper, Paper Leggings
betterwithaddons:boots_paper, Paper Boots
betterwithaddons:bag:0, Bag of Seeds
betterwithaddons:bag:1, Bag of Hemp Seeds
betterwithaddons:bag:2, Bag of Melon Seeds
betterwithaddons:bag:3, Bag of Pumpkin Seeds
betterwithaddons:bag:4, Bag of Beetroot Seeds
betterwithaddons:bag:5, Bag of Cocoa Beans
betterwithaddons:bag:6, Bag of Redstone
betterwithaddons:bag:7, Bag of Glowstone
betterwithaddons:bag:8, Bag of Sugar
betterwithaddons:bag:9, Bag of Gunpowder
betterwithaddons:bag:10, Bag of Flour
betterwithaddons:bag:11, Bag of Brimstone
betterwithaddons:bag:12, Bag of Niter
betterwithaddons:bag:13, Bag of Sawdust
betterwithaddons:bag:14, Bag of Soul Dust
betterwithaddons:bag:15, Bag of Potash
betterwithaddons:bag:16, Bag of Hellfire
betterwithaddons:bag:17, Bag of Kibble
betterwithaddons:crate:0, Crated Cooked Porkchops
betterwithaddons:crate:1, Crated Raw Porkchops
betterwithaddons:crate:2, Crated Cooked Chicken
betterwithaddons:crate:3, Crated Raw Chicken
betterwithaddons:crate:4, Crated Steak
betterwithaddons:crate:5, Crated Raw Beef
betterwithaddons:crate:6, Crated Cooked Mutton
betterwithaddons:crate:7, Crated Raw Mutton
betterwithaddons:crate:8, Crated Cooked Rabbit
betterwithaddons:crate:9, Crated Raw Rabbit
betterwithaddons:crate:10, Crated Eggs
betterwithaddons:crate:11, Crated Slimeballs
betterwithaddons:crate:12, Crated Enderpearls
betterwithaddons:crate:13, Crated Cacti
betterwithaddons:crate:14, Crated Ink Sacs
betterwithaddons:congealed:0, Congealed Bones
betterwithaddons:congealed:1, Congealed Rotten Flesh
betterwithaddons:congealed:2, Congealed Spider Eyes
betterwithaddons:congealed:3, Congealed Mushroom
betterwithaddons:congealed:4, Inert Puffbulb Jelly
betterwithaddons:congealed:5, Congealed Nether Wart
betterwithaddons:bolt:0, Bolt of Hemp Cloth
betterwithaddons:bolt:1, Bolt of Vine
betterwithaddons:bolt:2, Bolt of Paper
betterwithaddons:bolt:3, Bolt of Leather
betterwithaddons:bolt:4, Bolt of Scoured Leather
betterwithaddons:bolt:5, Bolt of Tanned Leather
betterwithaddons:bolt:6, Bolt of String
betterwithaddons:bundle:0, Bundle of Feathers
betterwithaddons:bundle:1, Bundle of Arrows
betterwithaddons:bundle:2, Bundle of Blaze Rods
betterwithaddons:bundle:3, Bundle of Oak Saplings
betterwithaddons:bundle:4, Bundle of Birch Saplings
betterwithaddons:bundle:5, Bundle of Spruce Saplings
betterwithaddons:bundle:6, Bundle of Jungle Saplings
betterwithaddons:bundle:7, Bundle of Acacia Saplings
betterwithaddons:bundle:8, Bundle of Dark Oak Saplings
betterwithaddons:decomat:0, Hemp Oil
betterwithaddons:decomat:1, Wood Bleach
betterwithaddons:decomat:2, Wood Stain
betterwithaddons:decomat:3, Glass Chunk
betterwithaddons:tweakmat:0, Ash
betterwithaddons:tweakmat:1, Ink and Quill (Old)
betterwithaddons:ink_and_quill, Ink and Quill
betterwithaddons:wheatmat:0, Luminous Residue
betterwithaddons:explosion, §eHIGHLY VOLATILE!
bountifulbaubles:reforger, Reforging Station
bountifulbaubles:modifierbook, item.bountifulbaubles.modifierBook.name
bountifulbaubles:ringiron, Iron Ring
bountifulbaubles:trinketballoon, Balloon
bountifulbaubles:shieldcobalt, Cobalt Shield
bountifulbaubles:trinketobsidianskull, Obsidian Skull
bountifulbaubles:shieldobsidian, Flameward Shield
bountifulbaubles:trinketmagiclenses, Sunglasses
bountifulbaubles:trinketapple, Forbidden Fruit
bountifulbaubles:trinketvitamins, Vitamins
bountifulbaubles:ringoverclocking, Ring of Overclocking
bountifulbaubles:trinketshulkerheart, Shulker Heart
bountifulbaubles:ringfreeaction, Ring of Free Action
bountifulbaubles:trinketbezoar, Bezoar
bountifulbaubles:enderdragonscale, Ender Dragon Scale
bountifulbaubles:brokenblackdragonscale, Cracked Black Dragon Scale
bountifulbaubles:trinketblackdragonscale, Black Dragon Scale
bountifulbaubles:trinketmixeddragonscale, Mixed Color Dragon Scale
bountifulbaubles:trinketankhcharm, Ankh Charm
bountifulbaubles:shieldankh, §cAnkh Shield
bountifulbaubles:ringflywheel, Flywheel Ring
bountifulbaubles:ringflywheeladvanced, Advanced Flywheel Ring
bountifulbaubles:magicmirror, Magic Mirror
bountifulbaubles:potionrecall, Return Potion
bountifulbaubles:wormholemirror, Wormhole Mirror
bountifulbaubles:potionwormhole, Wormhole Potion
bountifulbaubles:trinketluckyhorseshoe, Lucky Horseshoe
bountifulbaubles:amuletsinempty, Sin Pendant (Empty)
bountifulbaubles:amuletsingluttony, Gluttony Pendant
bountifulbaubles:crowngold, Golden Crown
bountifulbaubles:amuletsinpride, Pride Pendant
bountifulbaubles:amuletsinwrath, Wrath Pendant
bountifulbaubles:trinketbrokenheart, Broken Heart
bountifulbaubles:amuletcross, Cross Necklace
bountifulbaubles:phantomprism, Phantom Prism
bountifulbaubles:disintegrationtablet, Disintegration Tablet
bountifulbaubles:spectralsilt, Spectral Silt
bountifulbaubles:flaregun, Flare Gun
bountifulbaubles:flare_red, Flare
cd4017be_lib:rrwi, §4Disabled Recipe!
cd4017be_lib:m:0, item.cd4017be.m
chutes:chute_wood, Wooden Chute
chutes:chute_entry_wood, Wooden Entry Chute
coralreef:coral:0, Orange Coral
coralreef:coral:1, Magenta Coral
coralreef:coral:2, Pink Coral
coralreef:coral:3, Cyan Coral
coralreef:coral:4, Green Coral
coralreef:coral:5, Gray Coral
coralreef:reef:0, Coral Reef
coralreef:reef:1, Dry Reef
coroutil:repairing_block, Repairing Block
coroutil:item_repairing_gel, Repairing Gel
corpsecomplex:scroll, Grave Scroll
disenchanter:disenchantmenttable:0, Disenchantment Table
disenchanter:disenchantmenttable:1, Disenchantment Table
disenchanter:disenchantmenttable:2, Disenchantment Table
disenchanter:disenchantmenttable:3, Disenchantment Table
disenchanter:disenchantmenttable:4, Disenchantment Table
disenchanter:disenchantmenttable:5, Disenchantment Table
disenchanter:disenchantmenttable:6, Disenchantment Table
disenchanter:disenchantmenttable:7, Disenchantment Table
doggytalents:throw_bone, Throw Bone
doggytalents:throw_bone_wet, Drool Throw Bone
doggytalents:throw_stick, Throw Stick
doggytalents:throw_stick_wet, Drool Throw Stick
doggytalents:training_treat, Training Treat
doggytalents:super_treat, Super Treat
doggytalents:master_treat, Master Treat
doggytalents:dire_treat, Dire Treat
doggytalents:breeding_bone, Breeding Bone
doggytalents:collar_shears, Collar Shears
doggytalents:doggy_charm, Doggy Charm
doggytalents:radio_collar, Radio Collar
doggytalents:wool_collar, Wool Collar
doggytalents:creative_collar, Creative Collar
doggytalents:spotted_collar, Spotted Collar
doggytalents:multicoloured_collar, Multicolored Collar
doggytalents:creative_radar, Creative Radar
doggytalents:radar, Radar
doggytalents:whistle, item.doggytalents.whistle.name
doggytalents:treat_bag, Treat Bag
doggytalents:chew_stick, Chew Stick
doggytalents:cape, Tartan Cape
doggytalents:cape_coloured, Colored Cape
doggytalents:sunglasses, Dog Sunglasses
doggytalents:leather_jacket, Leather Jacket
doggytalents:tiny_bone, Tiny Bone
doggytalents:big_bone, Big Bone
doggytalents:owner_change, Change Dog Owner
doggytalents:dog_bath, Dog Bath
doggytalents:food_bowl, Food Bowl
dungeontactics:peg_hammer, Lygrimul
dungeontactics:dungeonpedia_volume_1, Dungeonpedia
dungeontactics:dungeonpedia_volume_2, Weapons
dungeontactics:dungeonpedia_volume_3, Trinkets & Charms
dungeontactics:dungeonpedia_volume_4, Magic & Alchemy
dungeontactics:dungeonpedia_volume_5, Cauldron Recipes
dungeontactics:dungeonpedia_volume_6, Unique Weapons
dungeontactics:dungeonpedia_volume_7, Engineering
dungeontactics:dungeonpedia_volume_8, World
dungeontactics:master_hammer_smash, Master Hammer "Smash"
dungeontactics:master_hammer_leap, Master Hammer "Leap"
dungeontactics:master_cutlass_riposte, Master Cutlass "Riposte"
dungeontactics:master_cutlass_pierce, Master Cutlass "Pierce"
dungeontactics:master_knife_smokebomb, Master Knife "Smoke Bomb"
dungeontactics:master_knife_multistrike, Master Knife "Multi-Strike"
dungeontactics:master_cestus_roar, Master Cestus "Roar"
dungeontactics:master_cestus_pummel, Master Cestus "Pummel"
dungeontactics:wooden_hammer, Wooden Hammer
dungeontactics:bone_hammer, Bone Hammer
dungeontactics:stone_hammer, Stone Hammer
dungeontactics:iron_hammer, Iron Hammer
dungeontactics:silver_hammer, Silver Hammer
dungeontactics:golden_hammer, Golden Hammer
dungeontactics:steel_hammer, Steel Hammer
dungeontactics:diamond_hammer, Diamond Hammer
dungeontactics:mithril_hammer, Mithril Hammer
dungeontactics:wooden_battleaxe, Wooden Battleaxe
dungeontactics:bone_battleaxe, Bone Battleaxe
dungeontactics:stone_battleaxe, Stone Battleaxe
dungeontactics:iron_battleaxe, Iron Battleaxe
dungeontactics:silver_battleaxe, Silver Battleaxe
dungeontactics:golden_battleaxe, Golden Battleaxe
dungeontactics:steel_battleaxe, Steel Battleaxe
dungeontactics:diamond_battleaxe, Diamond Battleaxe
dungeontactics:mithril_battleaxe, Mithril Battleaxe
dungeontactics:wooden_glaive, Wooden Glaive
dungeontactics:bone_glaive, Bone Glaive
dungeontactics:stone_glaive, Stone Glaive
dungeontactics:iron_glaive, Iron Glaive
dungeontactics:silver_glaive, Silver Glaive
dungeontactics:golden_glaive, Golden Glaive
dungeontactics:steel_glaive, Steel Glaive
dungeontactics:diamond_glaive, Diamond Glaive
dungeontactics:mithril_glaive, Mithril Glaive
dungeontactics:wooden_club, Wooden Club
dungeontactics:bone_club, Bone Club
dungeontactics:stone_club, Stone Club
dungeontactics:iron_club, Iron Club
dungeontactics:silver_club, Silver Club
dungeontactics:golden_club, Golden Club
dungeontactics:steel_club, Steel Club
dungeontactics:diamond_club, Diamond Club
dungeontactics:mithril_club, Mithril Club
dungeontactics:bone_sword, Bone Sword
dungeontactics:silver_sword, §cTrue Dark's Edge
dungeontactics:steel_sword, §bTrans§dcen§fded §cP§6r§e§ai§9d§5e§cs§6w§eo§ar§9d
dungeontactics:mithril_sword, Mithril Sword
dungeontactics:wooden_cutlass, Wooden Cutlass
dungeontactics:bone_cutlass, Bone Cutlass
dungeontactics:stone_cutlass, Stone Cutlass
dungeontactics:iron_cutlass, Iron Cutlass
dungeontactics:silver_cutlass, Silver Cutlass
dungeontactics:golden_cutlass, Golden Cutlass
dungeontactics:steel_cutlass, Steel Cutlass
dungeontactics:diamond_cutlass, Diamond Cutlass
dungeontactics:mithril_cutlass, Mithril Cutlass
dungeontactics:wooden_knife, Wooden Knife
dungeontactics:bone_knife, Bone Knife
dungeontactics:stone_knife, Stone Knife
dungeontactics:iron_knife, Iron Knife
dungeontactics:silver_knife, Silver Knife
dungeontactics:golden_knife, Golden Knife
dungeontactics:steel_knife, Steel Knife
dungeontactics:diamond_knife, Diamond Knife
dungeontactics:mithril_knife, Mithril Knife
dungeontactics:wooden_cestus, Wooden Cestus
dungeontactics:bone_cestus, Holy Stake
dungeontactics:stone_cestus, Stone Cestus
dungeontactics:iron_cestus, Iron Cestus
dungeontactics:silver_cestus, Silver Cestus
dungeontactics:golden_cestus, Golden Cestus
dungeontactics:steel_cestus, Steel Cestus
dungeontactics:diamond_cestus, Diamond Cestus
dungeontactics:mithril_cestus, Mithril Cestus
dungeontactics:wooden_shield, Wooden Shield
dungeontactics:bone_shield, Bone Shield
dungeontactics:stone_shield, Stone Shield
dungeontactics:iron_shield, Iron Shield
dungeontactics:silver_shield, Silver Shield
dungeontactics:golden_shield, Golden Shield
dungeontactics:steel_shield, Steel Shield
dungeontactics:diamond_shield, Diamond Shield
dungeontactics:mithril_shield, Mithril Shield
dungeontactics:sharp_stick, Sharp Stick
dungeontactics:throwing_knife, Throwing Knife
dungeontactics:throwing_knife_slowness, Slowing Throwing Knife
dungeontactics:throwing_knife_weakness, Sapping Throwing Knife
dungeontactics:throwing_knife_poison, Poisoned Throwing Knife
dungeontactics:throwing_knife_caustic, Caustic Throwing Knife
dungeontactics:cherry_bomb, Cherry Bomb
dungeontactics:incindiberry, Incindiberry
dungeontactics:glowcurrent, Glowcurrent
dungeontactics:slingshot, Slingshot
dungeontactics:slingshot_ammo, Slingshot Ammo
dungeontactics:bomb_frag, Bomb
dungeontactics:bomb_frag_cluster, Cluster Bomb
dungeontactics:bomb_pyro, Pyro Bomb
dungeontactics:bomb_pyro_cluster, Cluster Pyro Bomb
dungeontactics:bomb_porting, Porting Bomb
dungeontactics:bomb_porting_cluster, Cluster Porting Bomb
dungeontactics:bomb_cryo, Cryo Bomb
dungeontactics:bomb_cryo_cluster, Cluster Cryo Bomb
dungeontactics:potshot, Potshot
dungeontactics:potshot_ammo, Potshot Ammo
dungeontactics:stone_plate_faceplate, Stone Plate Faceplate
dungeontactics:stone_plate_chestpiece, Stone Plate Chestpiece
dungeontactics:stone_plate_greaves, Stone Plate Greaves
dungeontactics:stone_plate_boots, Stone Plate Boots
dungeontactics:iron_plate_faceplate, Iron Plate Faceplate
dungeontactics:iron_plate_chestpiece, Iron Plate Chestpiece
dungeontactics:iron_plate_greaves, Iron Plate Greaves
dungeontactics:iron_plate_boots, Iron Plate Boots
dungeontactics:silver_plate_faceplate, Silver Plate Faceplate
dungeontactics:silver_plate_chestpiece, Silver Plate Chestpiece
dungeontactics:silver_plate_greaves, Silver Plate Greaves
dungeontactics:silver_plate_boots, Silver Plate Boots
dungeontactics:golden_plate_faceplate, Golden Plate Faceplate
dungeontactics:golden_plate_chestpiece, Golden Plate Chestpiece
dungeontactics:golden_plate_greaves, Golden Plate Greaves
dungeontactics:golden_plate_boots, Golden Plate Boots
dungeontactics:steel_plate_faceplate, Steel Plate Faceplate
dungeontactics:steel_plate_chestpiece, Steel Plate Chestpiece
dungeontactics:steel_plate_greaves, Steel Plate Greaves
dungeontactics:steel_plate_boots, Steel Plate Boots
dungeontactics:diamond_plate_faceplate, Diamond Plate Faceplate
dungeontactics:diamond_plate_chestpiece, Diamond Plate Chestpiece
dungeontactics:diamond_plate_greaves, Diamond Plate Greaves
dungeontactics:diamond_plate_boots, Diamond Plate Boots
dungeontactics:mithril_plate_faceplate, Mithril Plate Faceplate
dungeontactics:mithril_plate_chestpiece, Mithril Plate Chestpiece
dungeontactics:mithril_plate_greaves, Mithril Plate Greaves
dungeontactics:mithril_plate_boots, Mithril Plate Boots
dungeontactics:bone_helmet, Bone Helmet
dungeontactics:bone_chestplate, Bone Chestplate
dungeontactics:bone_leggings, Bone Leggings
dungeontactics:bone_boots, Bone Boots
dungeontactics:studded_helmet, Studded Leather Helmet
dungeontactics:studded_chestplate, Studded Leather Chestplate
dungeontactics:studded_leggings, Studded Leather Leggings
dungeontactics:studded_boots, Studded Leather Boots
dungeontactics:silver_helmet, Silver Helmet
dungeontactics:silver_chestplate, Silver Chestplate
dungeontactics:silver_leggings, Silver Leggings
dungeontactics:silver_boots, Silver Boots
dungeontactics:steel_helmet, Steel Helmet
dungeontactics:steel_chestplate, Steel Chestplate
dungeontactics:steel_leggings, Steel Leggings
dungeontactics:steel_boots, Steel Boots
dungeontactics:mithril_helmet, Mithril Helmet
dungeontactics:mithril_chestplate, Mithril Chestplate
dungeontactics:mithril_leggings, Mithril Leggings
dungeontactics:mithril_boots, Mithril Boots
dungeontactics:magic_powder, Magic Powder
dungeontactics:magic_pouch, Magic Pouch
dungeontactics:magic_scroll, Spell Scroll
dungeontactics:high_striker, High Striker
dungeontactics:gnome_stick, Gnome Stick
dungeontactics:wackerjab, Wackerjab
dungeontactics:taser, Taser
dungeontactics:claws, Claws
dungeontactics:lithen_scythe, Lithen Scythe
dungeontactics:alchemist_brew, Alchemist's Brew
dungeontactics:terrible_feather, §eKilo's Tickler
dungeontactics:pirate_hook, Pirate Hook
dungeontactics:coin_cannon, Coin Cannon
dungeontactics:backfire_cannon, Backfire Cannon
dungeontactics:hot_potatoe, Hot Potatoe
dungeontactics:fire_water, Ever-Flowing Fire Water
dungeontactics:boots_of_blinding_speed, Boots of Blinding Speed
dungeontactics:icarus_ring, Icarus Ring
dungeontactics:engineer_dungarees, Engineer's Dungarees
dungeontactics:flight_goggles, Flight Goggles
dungeontactics:rocket_pants, Rocket Pants
dungeontactics:bounce_boots, Bounce Boots
dungeontactics:tunnelling_device, Portable Tunnelling Device
dungeontactics:piston_glove, Portable Piston Device
dungeontactics:piston_glove_sticky, Portable Piston Device (Sticky)
dungeontactics:engineers_wrench_iron, Iron Engineer's Wrench
dungeontactics:engineers_wrench_steel, Steel Engineer's Wrench
dungeontactics:bone_pickaxe, Bone Pickaxe
dungeontactics:bone_shovel, Bone Shovel
dungeontactics:bone_axe, Bone Axe
dungeontactics:bone_hoe, Bone Hoe
dungeontactics:silver_pickaxe, Silver Pickaxe
dungeontactics:silver_shovel, Silver Shovel
dungeontactics:silver_axe, Silver Axe
dungeontactics:silver_hoe, Silver Hoe
dungeontactics:steel_pickaxe, Steel Pickaxe
dungeontactics:steel_shovel, Steel Shovel
dungeontactics:steel_axe, Steel Axe
dungeontactics:steel_hoe, Steel Hoe
dungeontactics:mithril_pickaxe, Mithril Pickaxe
dungeontactics:mithril_shovel, Mithril Shovel
dungeontactics:mithril_axe, Mithril Axe
dungeontactics:mithril_hoe, Mithril Hoe
dungeontactics:soulgem, Soul Gem
dungeontactics:mortar&pestle, Mortar & Pestle
dungeontactics:fire_starter, Fire Starter
dungeontactics:magic_tether, Magic Tether
dungeontactics:phylactery, Phylactery
dungeontactics:bagofhoarding, Bag of Hoarding
dungeontactics:ducttape, Duct Tape
dungeontactics:heart_drop, Heart Drop
dungeontactics:heart_jar, Heart Jar
dungeontactics:heart_golden, Heart of Gold
dungeontactics:ironlinks, Iron Chain Links
dungeontactics:silver_ingot, Silver Ingot
dungeontactics:steel_ingot, Crucible Steel Ingot
dungeontactics:mithril_ingot, Mithril Ingot
dungeontactics:silver_nugget, Silver Nugget
dungeontactics:steel_nugget, Steel Nugget
dungeontactics:diamond_nugget, Cut Diamond
dungeontactics:mithril_nugget, Mithril Nugget
dungeontactics:coal_dust, Coal Dust
dungeontactics:iron_dust, Iron Dust
dungeontactics:silver_dust, Silver Dust
dungeontactics:steel_dust, Steel Dust
dungeontactics:gold_dust, Gold Dust
dungeontactics:mithril_dust, Mithril Dust
dungeontactics:tin_dust, Tin Dust
dungeontactics:copper_dust, Copper Dust
dungeontactics:aluminium_dust, Aluminium Dust
dungeontactics:nickel_dust, Nickel Dust
dungeontactics:lead_dust, Lead Dust
dungeontactics:platinum_dust, Platinum Dust
dungeontactics:tungsten_dust, Tungsten Dust
dungeontactics:titanium_dust, Titanium Dust
dungeontactics:osmium_dust, Osmium Dust
dungeontactics:gunpowder_tinydust, Tiny Gunpowder
dungeontactics:coal_tinydust, Tiny Coal Dust
dungeontactics:iron_tinydust, Tiny Iron Dust
dungeontactics:silver_tinydust, Tiny Silver Dust
dungeontactics:steel_tinydust, Tiny Steel Dust
dungeontactics:gold_tinydust, Tiny Gold Dust
dungeontactics:mithril_tinydust, Tiny Mithril Dust
dungeontactics:tin_tinydust, Tiny Tin Dust
dungeontactics:copper_tinydust, Tiny Copper Dust
dungeontactics:aluminium_tinydust, Tiny Aluminium Dust
dungeontactics:nickel_tinydust, Tiny Nickel Dust
dungeontactics:lead_tinydust, Tiny Lead Dust
dungeontactics:platinum_tinydust, Tiny Platinum Dust
dungeontactics:tungsten_tinydust, Tiny Tungsten Dust
dungeontactics:titanium_tinydust, Tiny Titanium Dust
dungeontactics:osmium_tinydust, Tiny Osmium Dust
dungeontactics:iron_cluster, Iron Cluster
dungeontactics:silver_cluster, Silver Cluster
dungeontactics:gold_cluster, Gold Cluster
dungeontactics:mithril_cluster, Mithril Cluster
dungeontactics:tin_cluster, Tin Cluster
dungeontactics:copper_cluster, Copper Cluster
dungeontactics:aluminium_cluster, Aluminium Cluster
dungeontactics:nickel_cluster, Nickel Cluster
dungeontactics:lead_cluster, Lead Cluster
dungeontactics:platinum_cluster, Platinum Cluster
dungeontactics:tungsten_cluster, Tungsten Cluster
dungeontactics:titanium_cluster, Titanium Cluster
dungeontactics:osmium_cluster, Osmium Cluster
dungeontactics:flour, Flour
dungeontactics:bottled_milk, Bottled Milk
dungeontactics:fish_swift, Swift Fish
dungeontactics:fish_swift_cooked, Cooked Swift Fish
dungeontactics:fish_flying, Flying Fish
dungeontactics:fish_flying_cooked, Cooked Flying Fish
dungeontactics:fish_lava, Lava Fish
dungeontactics:fish_lava_cooked, Cooked Lava Fish
dungeontactics:fish_muscle, Muscle Fish
dungeontactics:fish_muscle_cooked, Cooked Muscle Fish
dungeontactics:fish_lung, Lung Fish
dungeontactics:fish_lung_cooked, Cooked Lung Fish
dungeontactics:fish_obsidian, Obsidian Fish
dungeontactics:fish_obsidian_cooked, Cooked Obsidian Fish
dungeontactics:fish_tunnel, Tunnel Shark
dungeontactics:fish_tunnel_cooked, Cooked Tunnel Shark
dungeontactics:bread_slice, Slice of Bread
dungeontactics:toast, Toast
dungeontactics:toast_slice, Slice of Toast
dungeontactics:jam, Jam
dungeontactics:jam_on_toast, Jam on Toast
dungeontactics:ration_standard, Standard Ration
dungeontactics:ration_iron, Iron Ration
dungeontactics:ration_silver, Silver Ration
dungeontactics:ration_gold, Gold Ration
dungeontactics:spidereye_soup, Spider Eye Soup
dungeontactics:iron_ring, Iron Ring
dungeontactics:golden_ring, Golden Ring
dungeontactics:diamond_ring, Diamond Ring
dungeontactics:charm_toxic, Toxic Charm
dungeontactics:charm_sapping, Sapping Charm
dungeontactics:charm_heavy, Heavy Charm
dungeontactics:charm_emaciated, Emaciated Charm
dungeontactics:charm_unintelligible, Unintelligible Charm
dungeontactics:charm_darkened, Darkened Charm
dungeontactics:charm_famine, Famine Charm
dungeontactics:charm_barren, Barren Charm
dungeontactics:charm_searing, Searing Charm
dungeontactics:charm_bleak, Bleak Charm
dungeontactics:bag_food, Food Bag
dungeontactics:bag_arbour, Lumberjack Bag
dungeontactics:bag_ore, Ore Bag
dungeontactics:bag_tool, Tool Bag
dungeontactics:bag_book, Book Bag
dungeontactics:bag_quiver, Old Quiver
dungeontactics:bag_magic, Magic Bag
dungeontactics:bag_potion, Potion Bag
dungeontactics:bag_record, Record Bag
dungeontactics:bag_mystery, Mystery Loot Bag
dungeontactics:bag_quickstart, Quick Start Bag
dungeontactics:trickortreat_bag, Trick or Treat Bag
dungeontactics:candy_skull, Candy Skull
dungeontactics:solstice_gift, Solstice Gift
dungeontactics:mince_pie, Mince Pie
dungeontactics:silver_ore, Silver Ore
dungeontactics:mithril_ore, Mithril Ore
dungeontactics:nethergold_ore, Nether Gold Ore
dungeontactics:stonequartz_ore, Quartz Ore
dungeontactics:enddiamond_ore, End Diamond Ore
